ID,Url,Price,Name,Manufacturer,Image,Image_Url,Cores,Core_Clock,Memory,Interface,Dimensions,TDP
173,https://www.jimms.fi/fi/Product/Show/184835/20x22aa/hp-nvidia-quadro-t1000-naytonohjain-4gb-gddr6,451.9,Nvidia quadro t1000,HP,GPU_401074-ig800gg.jpg,https://ic.jimms.fi/product/7/5/401074-ig800gg.jpg,,,4 gb,Pci express 3.0 x16,,50 watti(a)
174,https://www.jimms.fi/fi/Product/Show/196820/gv-n4080aorusx-w-16gd/gigabyte-geforce-rtx-4080-aorus-xtreme-waterforce-naytonohjain-16gb-gddr6x,1768.9,Geforce rtx 4080 aorus xtreme waterforce,Gigabyte,GPU_465893-ig800gg.jpg,https://ic.jimms.fi/product/9/6/465893-ig800gg.jpg,9728,2565 mhz (core clock),16gb gddr6x,Pci-e 4.0,236 x 146 x 40 mm,850w
175,https://www.jimms.fi/fi/Product/Show/194750/46isl8md8bwk/kfa2-geforce-rtx-4060-ti-ex-white-1-click-oc-naytonohjain-8gb-gddr6,469.9,Geforce rtx 4060 ti ex white 1-click oc,KFA2,GPU_454157-ig800gg.jpg,https://ic.jimms.fi/product/5/2/454157-ig800gg.jpg,4352,2640 mhz,8gb gddr6,Pci-e 4.0,264 x 145 x 41 mm (bracketin kanssa) / 251 x 130 x 40 mm (ilman brackettia),550 w
176,https://www.jimms.fi/fi/Product/Show/196781/gv-n407taorusx-wb-12gd/gigabyte-geforce-rtx-4070-ti-aorus-xtreme-waterforce-wb-naytonohjain-12gb-gddr6x,1179.9,Geforce rtx 4070 ti aorus xtreme waterforce wb,Gigabyte,GPU_465571-ig800gg.jpg,https://ic.jimms.fi/product/7/8/465571-ig800gg.jpg,7680,2700 mhz (core clock),12gb gddr6x,Pci-e 4.0,252 x 163 x 29 mm,750w
177,https://www.jimms.fi/fi/Product/Show/194807/rtx-4070-ti-gaming-x-slim-12g/msi-geforce-rtx-4070-ti-gaming-x-slim-naytonohjain-12gb-gddr6x,1067.9,Geforce rtx 4070 ti gaming x slim,MSI,GPU_454459-ig800gg.jpg,https://ic.jimms.fi/product/5/0/454459-ig800gg.jpg,7680,2730 mhz,12gb gddr6x,Pci express gen 4,307 x 125 x 51 mm,700w
178,https://www.jimms.fi/fi/Product/Show/195473/dual-gtx1650-o4gd6-p-evo/asus-geforce-gtx-1650-dual-evo-oc-edition-naytonohjain-4gb-gddr6,210.9,Geforce gtx 1650 dual evo - oc edition,Asus,GPU_458261-ig800gg.jpg,https://ic.jimms.fi/product/6/8/458261-ig800gg.jpg,896,Oc mode: 1785 mhz (boost clock),4gb gddr6,Pci express 3.0 x16,"21,2 x 12,1 x 4 cm / 2 slot",300w
179,https://www.jimms.fi/fi/Product/Show/186878/dual-rtx3060-o8g/asus-geforce-rtx-3060-dual-oc-edition-naytonohjain-8gb-gddr6,339,Geforce rtx 3060 dual - oc edition,Asus,GPU_412065-ig800gg.jpg,https://ic.jimms.fi/product/6/4/412065-ig800gg.jpg,3584,1867 mhz (boost clock),8gb gddr6,Pci-e 4.0,200 x 123 x 38 mm / 2-slot,650w
180,https://www.jimms.fi/fi/Product/Show/188118/rog-strix-rtx4090-o24g-white/asus-geforce-rtx-4090-rog-strix-white-oc-edition-naytonohjain-24gb-gddr6x,2401.9,Geforce rtx 4090 rog strix white - oc edition,Asus,GPU_419790-ig800gg.jpg,https://ic.jimms.fi/product/9/9/419790-ig800gg.jpg,16384,2640 mhz (boost clock),24gb gddr6x,Pcie 4.0,"357,6 x 149,3x 70,1mm / 3.5 slot",1000w
181,https://www.jimms.fi/fi/Product/Show/197355/11314-04-20g/sapphire-radeon-rx-6500-xt-itx-pure-naytonohjain-4gb-gddr6,249,Radeon rx 6500 xt itx pure,Sapphire,GPU_469272-ig800gg.jpg,https://ic.jimms.fi/product/7/7/469272-ig800gg.jpg,1024,2825 mhz,4gb gddr6,Pci-express 4.0 x4,"152,4 x 110,4 x 36,07 mm / 2 slot",400 W
182,https://www.jimms.fi/fi/Product/Show/193043/rx7600-8g-f/powercolor-radeon-rx-7600-fighter-naytonohjain-8gb-gddr6,309.9,Radeon rx 7600 fighter,PowerColor,GPU_445455-ig800gg.jpg,https://ic.jimms.fi/product/5/4/445455-ig800gg.jpg,2048,Game 2250 mhz; boost 2655 mhz,8gb gddr6,Pcie 4.0 x8,200 x 111 x 39 mm /  212 x 129 x 39 mm (bracketin kanssa) /  2 slot,550w
183,https://www.jimms.fi/fi/Product/Show/194181/gv-n406twf2oc-8gd/gigabyte-geforce-rtx-4060-ti-windforce-oc-naytonohjain-8gb-gddr6,449.9,Geforce rtx 4060 ti windforce oc,Gigabyte,GPU_450376-ig800gg.jpg,https://ic.jimms.fi/product/7/3/450376-ig800gg.jpg,4352,2550 mhz (core clock),8gb gddr6,Pci-e 4.0,201 x 120 x 41 mm,500w
184,https://www.jimms.fi/fi/Product/Show/195520/proart-rtx4060ti-a16g/asus-geforce-rtx-4060-ti-proart-advanced-edition-naytonohjain-16gb-gddr6,625.9,Geforce rtx 4060 ti proart - advanced edition,Asus,GPU_458603-ig800gg.jpg,https://ic.jimms.fi/product/0/6/458603-ig800gg.jpg,4352,2550 mhz (boost clock),16gb gddr6,Pcie 4.0,300 x 120 x 50 mm / 2.5 slot,650w
185,https://www.jimms.fi/fi/Product/Show/195270/vcnrtx4000ada-pb/pny-nvidia-rtx-4000-ada-generation-naytonohjain-20gb-gddr6,2070.9,Nvidia rtx 4000 ada generation,PNY,GPU_456867-ig800gg.jpg,https://ic.jimms.fi/product/6/2/456867-ig800gg.jpg,"6,144",,,,,
186,https://www.jimms.fi/fi/Product/Show/193277/tuf-rtx4090-o24g-og-gaming/asus-geforce-rtx-4090-tuf-gaming-og-oc-edition-naytonohjain-24gb-gddr6x,2049.9,Geforce rtx 4090 tuf gaming og - oc edition,Asus,GPU_445242-ig800gg.jpg,https://ic.jimms.fi/product/4/7/445242-ig800gg.jpg,16384,2565 mhz,24gb gddr6x,Pci-e 4.0,"325,9 x 140,2 x 62,8 mm / 3.2 slot",850w
187,https://www.jimms.fi/fi/Product/Show/187918/11323-01/sapphire-radeon-rx-7900-xt-nitro-vapor-x-naytonohjain-20gb-gddr6,1012.9,Radeon rx 7900 xt nitro+ vapor-x,Sapphire,GPU_418192-ig800gg.jpg,https://ic.jimms.fi/product/9/7/418192-ig800gg.jpg,5376,2560 mhz,20 480 mb,X16 pcie 4.0,"320 x 135,75 x 71,6 mm / 3.5 slot",750 W
188,https://www.jimms.fi/fi/Product/Show/188164/rx7900xtx-24g-l-oc/powercolor-radeon-rx-7900-xtx-hellhound-naytonohjain-24gb-gddr6,1362.9,Radeon rx 7900 xtx hellhound,PowerColor,GPU_419065-ig800gg.jpg,https://ic.jimms.fi/product/6/4/419065-ig800gg.jpg,6144,2525 mhz (oc) / 2500 mhz (std/silent),24gb gddr6,Pcie 4.0,"320 x 118,5 x 62 mm / 338 x 147 x 62 mm (bracketin kanssa) / 3 slot",800w
189,https://www.jimms.fi/fi/Product/Show/196083/a770-pg-16go/asrock-intel-arc-a770-phantom-gaming-oc-naytonohjain-16gb-gddr6,391.9,Intel arc a770 phantom gaming oc,ASRock,GPU_461396-ig800gg.jpg,https://ic.jimms.fi/product/9/3/461396-ig800gg.jpg,512,2200 mhz,16gb gddr6,Pci express 4.0 x16,305 x 131 x 56 mm / 2.8-slot,700w
190,https://www.jimms.fi/fi/Product/Show/197061/zt-a30500r-10l/zotac-geforce-rtx-3050-eco-solo-naytonohjain-8gb-gddr6,281.9,Geforce rtx 3050 eco solo,Zotac,GPU_467495-ig800gg.jpg,https://ic.jimms.fi/product/9/4/467495-ig800gg.jpg,2560,1777 mhz (boost),8gb gddr6,Pci express 4.0 x8,"150,8 x 115,1 x 39,2 mm / dual slot",450w
191,https://www.jimms.fi/fi/Product/Show/194744/46nsl8md8nwk/kfa2-geforce-rtx-4060-ex-white-1-click-oc-naytonohjain-8gb-gddr6,349.9,Geforce rtx 4060 ex white 1-click oc,KFA2,GPU_454121-ig800gg.jpg,https://ic.jimms.fi/product/2/8/454121-ig800gg.jpg,3072,2565 mhz,8gb gddr6,Pci-e 4.0,264 x 145 x 41 mm (bracketin kanssa) / 251 x 130 x 40 mm (ilman brackettia),550 w
192,https://www.jimms.fi/fi/Product/Show/193023/rtx-4060-ti-ventus-2xblack8goc/msi-geforce-rtx-4060-ti-ventus-2x-black-oc-naytonohjain-8gb-gddr6,459.9,Geforce rtx 4060 ti ventus 2x black oc,MSI,GPU_444920-ig800gg.jpg,https://ic.jimms.fi/product/2/9/444920-ig800gg.jpg,4352,,8gb gddr6,Pci express® gen 4 x16 (uses x8),199 x 120 x 42 mm,Tbd
193,https://www.jimms.fi/fi/Product/Show/193743/gv-n4060wf2oc-8gd/gigabyte-geforce-rtx-4060-windforce-oc-naytonohjain-8gb-gddr6,339.9,Geforce rtx 4060 windforce oc,Gigabyte,GPU_447867-ig800gg.jpg,https://ic.jimms.fi/product/6/2/447867-ig800gg.jpg,3072,2475 mhz (core clock),8gb gddr6,Pci-e 4.0,192 x 120 x 41 mm,450w
194,https://www.jimms.fi/fi/Product/Show/185137/340k8aa/hp-nvidia-t400-naytonohjain-2gb-gddr6,247.9,Nvidia t400,HP,GPU_402616-ig800gg.jpg,https://ic.jimms.fi/product/1/3/402616-ig800gg.jpg,384,,2 gb,Pci express 3.0 x16,,30 watti(a)
195,https://www.jimms.fi/fi/Product/Show/178698/11314-01-20g/sapphire-radeon-rx-6500-xt-pulse-naytonohjain-4gb-gddr6,221.9,Radeon rx 6500 xt pulse,Sapphire,GPU_425263-ig800gg.jpg,https://ic.jimms.fi/product/6/6/425263-ig800gg.jpg,1024,2825 mhz,4gb gddr6,Pci express 4.0,"194 x 120 x 39,8 mm / 2 slot",400w
196,https://www.jimms.fi/fi/Product/Show/194752/46izl8md8yek/kfa2-geforce-rtx-4060-ti-ex-1-click-oc-naytonohjain-16gb-gddr6,529.9,Geforce rtx 4060 ti ex 1-click oc,KFA2,GPU_454159-ig800gg.jpg,https://ic.jimms.fi/product/5/0/454159-ig800gg.jpg,4352,2640 mhz,16gb gddr6,Pci-e 4.0,264 x 145 x 41 mm (bracketin kanssa) / 251 x 130 x 40 mm (ilman brackettia),550 w
197,https://www.jimms.fi/fi/Product/Show/186565/apbf-ia770-16g-oc/acer-intel-arc-a770-predator-bifrost-oc-naytonohjain-16gb-gddr6,449.9,Intel arc a770 predator bifrost oc,Acer,GPU_410649-ig800gg.jpg,https://ic.jimms.fi/product/4/0/410649-ig800gg.jpg,512,2200 mhz /  2400mhz (oc boost clock),16gb gddr6,Pci express 4.0,"267 x 117,75 mm / 2 slots",650w
198,https://www.jimms.fi/fi/Product/Show/175926/11310-01-20g/sapphire-radeon-rx-6600-pulse-naytonohjain-8gb-gddr6,240.9,Radeon rx 6600 pulse,Sapphire,GPU_358787-ig800gg.jpg,https://ic.jimms.fi/product/8/2/358787-ig800gg.jpg,1792,2491 mhz,8gb gddr6,Pcie 4.0,"193 x 120,05 x 40,05 mm / 2 slot",500W
199,https://www.jimms.fi/fi/Product/Show/186261/rog-strix-rtx4090-24g-gaming/asus-geforce-rtx-4090-rog-strix-naytonohjain-24gb-gddr6x,2354.9,Geforce rtx 4090 rog strix,Asus,GPU_409046-ig800gg.jpg,https://ic.jimms.fi/product/4/3/409046-ig800gg.jpg,16384,2520 mhz (boost clock),24gb gddr6x,Pcie 4.0,"357,6 x 149,3 x 70,1 mm / 3,5 slot",1000 w
200,https://www.jimms.fi/fi/Product/Show/174298/vcnrtxa4000-sb/pny-rtx-a4000-naytonohjain-16gb-gddr6-4x-dp,1262.9,Rtx a4000,PNY,GPU_346058-ig800gg.jpg,https://ic.jimms.fi/product/5/1/346058-ig800gg.jpg,6144,,16 gb,Pci express 4.0 x16,"24,1 cm",140 w
201,https://www.jimms.fi/fi/Product/Show/195666/rx7800xt-sl-16go/asrock-radeon-rx-7800-xt-steel-legend-oc-naytonohjain-16gb-gddr6,639.9,Radeon rx 7800 xt steel legend oc,ASRock,GPU_459182-ig800gg.jpg,https://ic.jimms.fi/product/8/7/459182-ig800gg.jpg,3840,2520 mhz,16gb gddr6,Pci express 4.0 x16,304 x 131 x 56 mm / 2.8 slot,800w
202,https://www.jimms.fi/fi/Product/Show/191403/gv-n4070gaming-oc-12gd/gigabyte-geforce-rtx-4070-gaming-oc-naytonohjain-12gb-gddr6x,739.9,Geforce rtx 4070 gaming oc,Gigabyte,GPU_438185-ig800gg.jpg,https://ic.jimms.fi/product/8/4/438185-ig800gg.jpg,5888,2565 mhz,12gb gddr6x,Pcie 4.0,300 x 130 x 58 mm / 3 slot,700w
203,https://www.jimms.fi/fi/Product/Show/191841/gv-n4080wf3-16gd/gigabyte-geforce-rtx-4080-windforce-naytonohjain-16gb-gddr6x,1329.9,Geforce rtx 4080 windforce,Gigabyte,GPU_438485-ig800gg.jpg,https://ic.jimms.fi/product/8/4/438485-ig800gg.jpg,9728,2505 mhz (core clock),16gb gddr6x,Pci-e 4.0,330 x 136 x 56 mm,750w
204,https://www.jimms.fi/fi/Product/Show/170561/dual-gtx1650-o4gd6-mini/asus-geforce-gtx-1650-dual-mini-oc-edition-naytonohjain-4gb-gddr6,267.9,Geforce gtx 1650 dual mini - oc edition,Asus,GPU_326133-ig800gg.jpg,https://ic.jimms.fi/product/3/6/326133-ig800gg.jpg,896,1410 mhz (core) / 1650 mhz (boost),4gb gddr6,Pci express 3.0 x16,"3,9 x 20 x 12,4 cm",300w
205,https://www.jimms.fi/fi/Product/Show/196165/vcnrtx4000adalp-pb/pny-nvidia-rtx-4000-sff-ada-generation-naytonohjain-20gb-gddr6,1906,Nvidia rtx 4000 sff ada generation,PNY,GPU_461909-ig800gg.jpg,https://ic.jimms.fi/product/0/0/461909-ig800gg.jpg,6144,,,,,
206,https://www.jimms.fi/fi/Product/Show/186311/49nxm5md6dsk/kfa2-geforce-rtx-4090-sg-1-click-oc-naytonohjain-24gb-gddr6x,1899.9,Geforce rtx 4090 sg (1-click oc),KFA2,GPU_409217-ig800gg.jpg,https://ic.jimms.fi/product/1/2/409217-ig800gg.jpg,16384,2580 mhz (boost) / 2595 mhz (1-click oc),24gb gddr6x,Pcie 4.0,Kiinnitysraudalla: 352 x 153 x 74 mm,850w
207,https://www.jimms.fi/fi/Product/Show/195444/rtx4060ti-gamingxslimwhite-16g/msi-geforce-rtx-4060-ti-gaming-x-slim-white-naytonohjain-16gb-gddr6,599.9,Geforce rtx 4060 ti gaming x slim white,MSI,GPU_458051-ig800gg.jpg,https://ic.jimms.fi/product/5/8/458051-ig800gg.jpg,4352,2670 mhz,16gb gddr6,Pci express gen 4 x 8,307 x 125 x 46 mm,550 w
208,https://www.jimms.fi/fi/Product/Show/186880/dual-rtx3060-o8g-white/asus-geforce-rtx-3060-dual-white-oc-edition-naytonohjain-8gb-gddr6,365.9,Geforce rtx 3060 dual white - oc edition,Asus,GPU_412075-ig800gg.jpg,https://ic.jimms.fi/product/7/4/412075-ig800gg.jpg,3584,1867 mhz (boost clock),8gb gddr6,Pci-e 4.0,200 x 123 x 38 mm / 2-slot,650w
209,https://www.jimms.fi/fi/Product/Show/130713/gv-n1030d5-2gl/gigabyte-geforce-gt-1030-naytonohjain-2gb-gddr5,97.9,Geforce gt 1030,Gigabyte,GPU_167094-ig800gg.jpg,https://ic.jimms.fi/product/9/5/167094-ig800gg.jpg,384,Oc mode: 1252 (boost 1506)mhz,2gb gddr5,Pci express 3.0,150 x 15 x 69 mm,300w
210,https://www.jimms.fi/fi/Product/Show/195669/11335-04-20g/sapphire-radeon-rx-7700-xt-pulse-naytonohjain-12gb-gddr6,527.9,Radeon rx 7700 xt pulse,Sapphire,GPU_459200-ig800gg.jpg,https://ic.jimms.fi/product/0/9/459200-ig800gg.jpg,3456,2544 mhz,12gb gddr6,Pci-express 4.0 x16,"280 x 128,75 x 52,57 mm / 2.5 slot",700 W
211,https://www.jimms.fi/fi/Product/Show/188093/rx7900xt-pg-20go/asrock-radeon-rx-7900-xt-phantom-gaming-oc-naytonohjain-20gb-gddr6,919.9,Radeon rx 7900 xt phantom gaming oc,ASRock,GPU_418745-ig800gg.jpg,https://ic.jimms.fi/product/4/4/418745-ig800gg.jpg,5376,2450 mhz,20gb gddr6,Pci express 4.0 x16,"330 x 140 x 57,6 mm / 2.8-slot",750 w
212,https://www.jimms.fi/fi/Product/Show/187917/11322-01/sapphire-radeon-rx-7900-xtx-nitro-vapor-x-naytonohjain-24gb-gddr6,1327.9,Radeon rx 7900 xtx nitro+ vapor-x,Sapphire,GPU_418184-ig800gg.jpg,https://ic.jimms.fi/product/8/5/418184-ig800gg.jpg,6144,2680 mhz,24 576 mb,X16 pcie 4.0,"320 x 135,75 x 71,6 mm / 3.5 slot",800 W
213,https://www.jimms.fi/fi/Product/Show/185318/rog-strix-rtx4090-o24g-gaming/asus-geforce-rtx-4090-rog-strix-oc-edition-naytonohjain-24gb-gddr6x,2367.9,Geforce rtx 4090 rog strix - oc edition,Asus,GPU_404549-ig800gg.jpg,https://ic.jimms.fi/product/4/0/404549-ig800gg.jpg,16384,2640 mhz (boost clock),24gb gddr6x,Pcie 4.0,"357,6 x 149,3x 70,1mm / 3.5 slot",1000w
214,https://www.jimms.fi/fi/Product/Show/193261/100-300000074/amd-radeon-pro-w7900-naytonohjain-48gb-gddr6,4858.9,Radeon pro w7900,AMD,GPU_445115-ig800gg.jpg,https://ic.jimms.fi/product/1/4/445115-ig800gg.jpg,6144,,48 gb gddr6,"Pci express 4.0 ready (x16), 3.0 taaksepäin yhteensopiva","279,4 x 98,4 x 44,8 mm / full height, triple-slot",650 w
215,https://www.jimms.fi/fi/Product/Show/194410/rog-strix-rtx4060ti-o16g-gam/asus-geforce-rtx-4060-ti-strix-oc-edition-naytonohjain-16gb-gddr6,680.9,Geforce rtx 4060 ti strix - oc edition,Asus,GPU_452060-ig800gg.jpg,https://ic.jimms.fi/product/6/9/452060-ig800gg.jpg,4352,2715 mhz,16gb gddr6,Pci express gen 4 x 8,"311,4 x 133,5 x 61,9 mm",650 w
216,https://www.jimms.fi/fi/Product/Show/130704/gt1030-sl-2g-brk/asus-geforce-gt-1030-naytonohjain-2gb-gddr5,97.9,Geforce gt 1030,Asus,GPU_167069-ig800gg.jpg,https://ic.jimms.fi/product/6/0/167069-ig800gg.jpg,384,Oc mode: 1266 mhz,2gb gddr5,Pci express 3.0,"17,3 x 6,9 x 4 cm",
217,https://www.jimms.fi/fi/Product/Show/193651/gv-n4090wf3v2-24gd/gigabyte-geforce-rtx-4090-windforce-v2-naytonohjain-24gb-gddr6x,1999.9,Geforce rtx 4090 windforce v2,Gigabyte,GPU_447353-ig800gg.jpg,https://ic.jimms.fi/product/5/6/447353-ig800gg.jpg,16384,2520 mhz (core clock),24gb gddr6x,Pci-e 4.0,"331 x 136 x 55,5 mm",850w
218,https://www.jimms.fi/fi/Product/Show/196528/11315-01-20g/sapphire-radeon-rx-6400-pulse-naytonohjain-4gb-gddr6,168.9,Radeon rx 6400 pulse,Sapphire,GPU_464332-ig800gg.jpg,https://ic.jimms.fi/product/3/7/464332-ig800gg.jpg,768,2321 mhz,4gb gddr6,Pci-express 4.0 x4,"170 x 56,2 x 17,2 mm / 1 slot, low profile",350 W
219,https://www.jimms.fi/fi/Product/Show/195663/rx7700xt-sl-12go/asrock-radeon-rx-7700-xt-steel-legend-oc-naytonohjain-12gb-gddr6,558.9,Radeon rx 7700 xt steel legend oc,ASRock,GPU_459164-ig800gg.jpg,https://ic.jimms.fi/product/6/5/459164-ig800gg.jpg,3456,2599 mhz,12gb gddr6,Pci express 4.0 x16,304 x 131 x 56 mm / 2.8 slot,750w
220,https://www.jimms.fi/fi/Product/Show/189667/21p02j00ba/intel-arc-a750-naytonohjain-8gb-gddr6,297.9,Arc a750,Intel,GPU_425660-ig800gg.jpg,https://ic.jimms.fi/product/6/9/425660-ig800gg.jpg,28,2050 mhz,8 gb,Pci express 4.0 x16,,225 w
221,https://www.jimms.fi/fi/Product/Show/195259/tuf-rx7700xt-o12g-gaming/asus-radeon-rx-7700-xt-tuf-gaming-oc-edition-naytonohjain-12gb-gddr6,589.9,Radeon rx 7700 xt tuf gaming - oc edition,Asus,GPU_457750-ig800gg.jpg,https://ic.jimms.fi/product/5/9/457750-ig800gg.jpg,3456,Tbd mhz (boost clock),12gb gddr6,Pcie 4.0,"319,8 x 150,9 x 59,2 mm / 2.96 slot",750w
222,https://www.jimms.fi/fi/Product/Show/195081/rx7700xt-12gb-f-oc/powercolor-radeon-rx-7700-xt-fighter-naytonohjain-12gb-gddr6,529.9,Radeon rx 7700 xt fighter,PowerColor,GPU_457700-ig800gg.jpg,https://ic.jimms.fi/product/0/9/457700-ig800gg.jpg,3456,2585 mhz,12gb gddr6,Pcie 4.0,290 x 111 x 50 mm / 303 x 128 x 50 mm (bracketin kanssa) / 2.5 slot,750w
223,https://www.jimms.fi/fi/Product/Show/195468/vcnrtxa4000-pb/pny-nvidia-rtx-a4000-naytonohjain-16gb-gddr6,1349.9,Nvidia rtx a4000,PNY,GPU_458214-ig800gg.jpg,https://ic.jimms.fi/product/1/5/458214-ig800gg.jpg,6144,,16 gb,Pci express 4.0 x16,,140 watti(a)
224,https://www.jimms.fi/fi/Product/Show/190851/dual-rtx4070-12g/asus-geforce-rtx-4070-dual-naytonohjain-12gb-gddr6x,767.9,Geforce rtx 4070 dual,Asus,GPU_438132-ig800gg.jpg,https://ic.jimms.fi/product/3/7/438132-ig800gg.jpg,5888,2505 mhz (boost clock),12gb gddr6x,Pcie 4.0,269 x 135 x 52 mm / 2.55 slot,650w
225,https://www.jimms.fi/fi/Product/Show/186253/a380-cli-6go/asrock-intel-arc-a380-challenger-itx-oc-naytonohjain-6gb-gddr6,153.9,Intel arc a380 challenger itx oc,ASRock,GPU_408975-ig800gg.jpg,https://ic.jimms.fi/product/7/4/408975-ig800gg.jpg,128,2250 mhz (base),6gb gddr6,Pci express 4.0 x8,190 x 124 x 39 mm / 2-slot,500w
226,https://www.jimms.fi/fi/Product/Show/194745/46isl8md8cok/kfa2-geforce-rtx-4060-ti-1-click-oc-naytonohjain-8gb-gddr6,429.9,Geforce rtx 4060 ti 1-click oc,KFA2,GPU_454139-ig800gg.jpg,https://ic.jimms.fi/product/3/0/454139-ig800gg.jpg,4352,2550 mhz,8gb gddr6,Pci-e 4.0,251 x 133 x 41 mm (bracketin kanssa) / 237 x 118 x 41 mm (ilman brackettia),550 w
227,https://www.jimms.fi/fi/Product/Show/196992/rtx-4070-gaming-x-slimwhite12g/msi-geforce-rtx-4070-gaming-x-slim-white-naytonohjain-12gb-gddr6x,819.9,Geforce rtx 4070 gaming x slim white,MSI,GPU_466987-ig800gg.jpg,https://ic.jimms.fi/product/8/2/466987-ig800gg.jpg,5888,2610 mhz,12gb gddr6x,Pci express gen 4,307 x 125 x 46 mm,650w
228,https://www.jimms.fi/fi/Product/Show/181731/vcnt400-4gb-pb/pny-nvidia-t400-naytonohjain-4gb-gddr6,228.9,Nvidia t400,PNY,GPU_384795-ig800gg.jpg,https://ic.jimms.fi/product/9/4/384795-ig800gg.jpg,384,,4 gb gddr6,Pci expresss 3.0 x 16,,30 w
229,https://www.jimms.fi/fi/Product/Show/181753/axrx-6400-4gbd6-dh/powercolor-radeon-rx-6400-itx-naytonohjain-4gb-gddr6,173.9,Radeon rx 6400 itx,PowerColor,GPU_384861-ig800gg.jpg,https://ic.jimms.fi/product/6/8/384861-ig800gg.jpg,768,Game 2039mhz / boost 2321mhz,4gb gddr6,Pci-e 4.0,165 x 125 x 40 mm,
230,https://www.jimms.fi/fi/Product/Show/191847/47nom7md7lkk/kfa2-geforce-rtx-4070-ex-gamer-pink-naytonohjain-12gb-gddr6x,699.9,Geforce rtx 4070 ex gamer pink,KFA2,GPU_438513-ig800gg.jpg,https://ic.jimms.fi/product/1/6/438513-ig800gg.jpg,5888,2535 mhz,12gb gddr6x,Pci-e 4.0,336 x 146 x 48 mm (bracketin kanssa) / 323 x 131 x 48 mm (ilman brackettia),600 w
231,https://www.jimms.fi/fi/Product/Show/195672/11330-01-20g/sapphire-radeon-rx-7800-xt-nitro-naytonohjain-16gb-gddr6,677.9,Radeon rx 7800 xt nitro+,Sapphire,GPU_459223-ig800gg.jpg,https://ic.jimms.fi/product/2/6/459223-ig800gg.jpg,3840,2565 mhz,16gb gddr6,Pci-express 4.0 x16,"320 x 134,85 x 61,57 mm / 3 slot",700 W
232,https://www.jimms.fi/fi/Product/Show/195665/rx7700xt-pg-12go/asrock-radeon-rx-7700-xt-phantom-gaming-oc-naytonohjain-12gb-gddr6,563.9,Radeon rx 7700 xt phantom gaming oc,ASRock,GPU_459176-ig800gg.jpg,https://ic.jimms.fi/product/7/3/459176-ig800gg.jpg,3456,2599 mhz,12gb gddr6,Pci express 4.0 x16,328 x 140 x 52 mm,750w
233,https://www.jimms.fi/fi/Product/Show/150853/90yv0cv0-m0na00/asus-geforce-gtx-1650-phoenix-oc-naytonohjain-4gb-gddr5,217.9,Geforce gtx 1650 phoenix oc,Asus,GPU_240274-ig800gg.jpg,https://ic.jimms.fi/product/7/5/240274-ig800gg.jpg,896,Oc mode: 1710 mhz (boost) / 1485 mhz (base),4gb gddr5,Pci-e 3.0 x16,"19 x 11 x 3,8 cm / 2-slot",300w
234,https://www.jimms.fi/fi/Product/Show/191618/radeon-rx-6400-aero-itx-4g/msi-radeon-rx-6400-aero-itx-naytonohjain-4gb-gddr6,144.9,Radeon rx 6400 aero itx,MSI,GPU_437370-ig800gg.jpg,https://ic.jimms.fi/product/7/9/437370-ig800gg.jpg,768,2321 mhz,4gb gddr6,Pci express gen 4 x 4,172 x 112 x 39 mm,350 w
235,https://www.jimms.fi/fi/Product/Show/196356/rtx-4070-ti-ventus-3x-e1-12goc/msi-geforce-rtx-4070-ti-ventus-3x-e1-oc-naytonohjain-12gb-gddr6x,949.9,Geforce rtx 4070 ti ventus 3x e1 oc,MSI,GPU_463319-ig800gg.jpg,https://ic.jimms.fi/product/1/0/463319-ig800gg.jpg,7680,2640 mhz,12gb gddr6x,Pci express gen 4,308 x 120 x 52 mm,700w
236,https://www.jimms.fi/fi/Product/Show/195671/11335-02-20g/sapphire-radeon-rx-7700-xt-nitro-naytonohjain-12gb-gddr6,591.9,Radeon rx 7700 xt nitro+,Sapphire,GPU_459217-ig800gg.jpg,https://ic.jimms.fi/product/1/2/459217-ig800gg.jpg,3456,2599 mhz,12gb gddr6,Pci-express 4.0 x16,"320 x 134,85 x 61,57 mm / 3 slot",700 W
237,https://www.jimms.fi/fi/Product/Show/193042/rx7600-8g-l-oc/powercolor-radeon-rx-7600-hellhound-naytonohjain-8gb-gddr6,329.9,Radeon rx 7600 hellhound,PowerColor,GPU_445466-ig800gg.jpg,https://ic.jimms.fi/product/6/3/445466-ig800gg.jpg,2048,Game 2280 mhz (oc) / 2250 mhz (silent); boost 2695 mhz (oc) / 2655 mhz (silent),8gb gddr6,Pcie 4.0,223 x 132 x 45 mm / 234 x 149 x 45 mm (bracketin kanssa) / 2.5 slot,600w
238,https://www.jimms.fi/fi/Product/Show/192370/proart-rtx4070ti-o12g/asus-geforce-rtx-4070-ti-proart-oc-edition-naytonohjain-12gb-gddr6x,1029.9,Geforce rtx 4070 ti proart - oc edition,Asus,GPU_441268-ig800gg.jpg,https://ic.jimms.fi/product/6/1/441268-ig800gg.jpg,7680,2730 mhz (boost clock),12gb gddr6x,Pcie 4.0,300 x 120 x 50 mm / 2.5 slot,750w
